Prov.State,Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Vaccinated
,Qatar,25.3548,51.1839,9/15/2020 8:00,122214,208,119144,0
,Qatar,25.3548,51.1839,9/16/2020 8:00,122449,208,119400,0
,Qatar,25.3548,51.1839,9/17/2020 8:00,122693,208,119613,0
,Qatar,25.3548,51.1839,9/18/2020 8:00,122917,209,119822,0
,Qatar,25.3548,51.1839,9/19/2020 8:00,123146,209,120089,0
,Qatar,25.3548,51.1839,9/20/2020 8:00,123376,210,120303,0
,Qatar,25.3548,51.1839,9/21/2020 8:00,123604,211,120540,0
,Qatar,25.3548,51.1839,9/22/2020 8:00,123917,211,120766,0
,Qatar,25.3548,51.1839,9/23/2020 8:00,124175,212,121006,0
,Qatar,25.3548,51.1839,9/24/2020 8:00,124425,212,121263,0
,Qatar,25.3548,51.1839,9/25/2020 8:00,124650,212,121512,0
,Qatar,25.3548,51.1839,9/26/2020 8:00,124850,214,121738,0
,Qatar,25.3548,51.1839,9/27/2020 8:00,125084,214,121995,0
,Qatar,25.3548,51.1839,9/28/2020 8:00,125311,214,122209,0
,Qatar,25.3548,51.1839,9/29/2020 8:00,125533,214,122448,0
,Qatar,25.3548,51.1839,9/30/2020 8:00,125760,214,122699,0
,Qatar,25.3548,51.1839,10/1/2020 8:00,125959,214,122911,0
,Qatar,25.3548,51.1839,10/2/2020 8:00,126164,215,123108,0
,Qatar,25.3548,51.1839,10/3/2020 8:00,126339,216,123302,0
,Qatar,25.3548,51.1839,10/4/2020 8:00,126498,216,123475,0
,Qatar,25.3548,51.1839,10/5/2020 8:00,126692,216,123664,0
,Qatar,25.3548,51.1839,10/6/2020 8:00,126943,216,123893,0
,Qatar,25.3548,51.1839,10/7/2020 8:00,127181,218,124108,0
,Qatar,25.3548,51.1839,10/8/2020 8:00,127394,218,124327,0
,Qatar,25.3548,51.1839,10/9/2020 8:00,127600,219,124559,0
,Qatar,25.3548,51.1839,10/10/2020 8:00,127778,219,124767,0
,Qatar,25.3548,51.1839,10/11/2020 8:00,127985,220,124978,0
,Qatar,25.3548,51.1839,10/12/2020 8:00,128191,220,125176,0
,Qatar,25.3548,51.1839,10/13/2020 8:00,128405,220,125373,0
,Qatar,25.3548,51.1839,10/14/2020 8:00,128603,220,125584,0
,Qatar,25.3548,51.1839,10/15/2020 8:00,128803,222,125802,0
,Qatar,25.3548,51.1839,10/16/2020 8:00,128992,222,126006,0
,Qatar,25.3548,51.1839,10/17/2020 8:00,129227,223,126218,0
,Qatar,25.3548,51.1839,10/18/2020 8:00,129431,224,126406,0
,Qatar,25.3548,51.1839,10/19/2020 8:00,129671,224,126650,0
,Qatar,25.3548,51.1839,10/20/2020 8:00,129944,224,126866,0
,Qatar,25.3548,51.1839,10/21/2020 8:00,130210,225,127093,0
,Qatar,25.3548,51.1839,10/22/2020 8:00,130462,228,127328,0
,Qatar,25.3548,51.1839,10/23/2020 8:00,130711,229,127599,0
,Qatar,25.3548,51.1839,10/24/2020 8:00,130965,229,127868,0
,Qatar,25.3548,51.1839,10/25/2020 8:00,131170,230,128099,0
,Qatar,25.3548,51.1839,10/26/2020 8:00,131432,230,128343,0
,Qatar,25.3548,51.1839,10/27/2020 8:00,131689,230,128617,0
,Qatar,25.3548,51.1839,10/28/2020 8:00,131939,230,128884,0
,Qatar,25.3548,51.1839,10/29/2020 8:00,132150,231,129124,0
,Qatar,25.3548,51.1839,10/30/2020 8:00,132343,232,129349,0
,Qatar,25.3548,51.1839,10/31/2020 8:00,132556,232,129583,0
,Qatar,25.3548,51.1839,11/1/2020 8:00,132720,232,129784,0
,Qatar,25.3548,51.1839,11/2/2020 8:00,132917,232,129996,0
,Qatar,25.3548,51.1839,11/3/2020 8:00,133143,232,130202,0
,Qatar,25.3548,51.1839,11/4/2020 8:00,133370,232,130414,0
,Qatar,25.3548,51.1839,11/5/2020 8:00,133619,232,130680,0
,Qatar,25.3548,51.1839,11/6/2020 8:00,133811,232,130881,0
,Qatar,25.3548,51.1839,11/7/2020 8:00,134013,232,131075,0
,Qatar,25.3548,51.1839,11/8/2020 8:00,134203,232,131276,0
,Qatar,25.3548,51.1839,11/9/2020 8:00,134433,232,131490,0
,Qatar,25.3548,51.1839,11/10/2020 8:00,134663,233,131733,0
,Qatar,25.3548,51.1839,11/11/2020 8:00,134887,233,131926,0
,Qatar,25.3548,51.1839,11/12/2020 8:00,135132,234,132153,0
,Qatar,25.3548,51.1839,11/13/2020 8:00,135367,234,132356,0
,Qatar,25.3548,51.1839,11/14/2020 8:00,135570,234,132577,0
,Qatar,25.3548,51.1839,11/15/2020 8:00,135785,234,132784,0
,Qatar,25.3548,51.1839,11/16/2020 8:00,136028,235,133010,0
,Qatar,25.3548,51.1839,11/17/2020 8:00,136222,235,133217,0
,Qatar,25.3548,51.1839,11/18/2020 8:00,136441,235,133473,0
,Qatar,25.3548,51.1839,11/19/2020 8:00,136649,235,133691,0
,Qatar,25.3548,51.1839,11/20/2020 8:00,136888,235,133914,0
,Qatar,25.3548,51.1839,11/21/2020 8:00,137062,235,134100,0
,Qatar,25.3548,51.1839,11/22/2020 8:00,137229,236,134282,0
,Qatar,25.3548,51.1839,11/23/2020 8:00,137415,236,134486,0
,Qatar,25.3548,51.1839,11/24/2020 8:00,137642,236,134698,0
,Qatar,25.3548,51.1839,11/25/2020 8:00,137851,237,134950,0
,Qatar,25.3548,51.1839,11/26/2020 8:00,138066,237,135198,0
,Qatar,25.3548,51.1839,11/27/2020 8:00,138250,237,135370,0
,Qatar,25.3548,51.1839,11/28/2020 8:00,138477,237,135651,0
,Qatar,25.3548,51.1839,11/29/2020 8:00,138648,237,135862,0
,Qatar,25.3548,51.1839,11/30/2020 8:00,138833,237,136090,0
,Qatar,25.3548,51.1839,12/1/2020 8:00,139001,238,136306,0
,Qatar,25.3548,51.1839,12/2/2020 8:00,139256,239,136513,0
,Qatar,25.3548,51.1839,12/3/2020 8:00,139477,239,136741,0
,Qatar,25.3548,51.1839,12/4/2020 8:00,139643,239,136872,0
,Qatar,25.3548,51.1839,12/5/2020 8:00,139783,239,137060,0
,Qatar,25.3548,51.1839,12/6/2020 8:00,139908,239,137276,0
,Qatar,25.3548,51.1839,12/7/2020 8:00,140086,239,137494,0
,Qatar,25.3548,51.1839,12/8/2020 8:00,140203,239,137708,0
,Qatar,25.3548,51.1839,12/9/2020 8:00,140353,240,137881,0
,Qatar,25.3548,51.1839,12/10/2020 8:00,140516,240,138033,0
,Qatar,25.3548,51.1839,12/11/2020 8:00,140680,240,138194,0
,Qatar,25.3548,51.1839,12/12/2020 8:00,140827,240,138347,0
,Qatar,25.3548,51.1839,12/13/2020 8:00,140961,240,138490,0
,Qatar,25.3548,51.1839,12/14/2020 8:00,141121,241,138719,0
,Qatar,25.3548,51.1839,12/15/2020 8:00,141272,241,138919,0
,Qatar,25.3548,51.1839,12/16/2020 8:00,141417,242,139042,0
